1	18 
2	15 
3	11 
4	18 30 
5	4 
6	19 
7	6 21 
8	17 
9	29 
10	11 
11	27 
12	3 
13	22 
14	27 
15	11 
16	15 
17	31 
18	27 
19	31 
20	1 
21	26 
22	21 
23	10 21 
24	10 
25	19 
26	2 
27	19 
28	27 
29	31 
30	23 
31	28 
32	17 
33	5 
34	14 21 
35	22 
36	7 
37	11 18 
38	12 
39	25 
40	11 
41	18 
42	21 
43	27 
44	20 
45	24 
46	19 
47	28 
48	7 
49	15 
50	3 
51	19 
52	10 
53	25 
54	7 
55	4 
56	31 
57	15 
58	9 
59	9 
60	23 
61	6 
62	4 19 
63	29 
64	18 
65	11 
66	7 19 
67	11 
68	13 
69	22 
70	15 
71	12 
72	10 
73	16 
74	25 
75	26 
76	8 
77	20 
78	3 
79	21 
80	9 
81	28 
82	1 
83	13 
84	14 
85	9 
86	2 
87	3 
88	7 
89	14 
90	26 
91	18 
92	23 
93	27 
94	19 
95	30 
96	20 
97	18 31 
98	14 
99	20 
100	27 
101	14 
102	17 
103	20 
104	12 
105	10 
106	18 
107	15 
108	12 
109	9 
110	17 
111	26 
112	4 
113	12 15 
114	2 
115	15 
116	17 
117	7 
118	28 
119	11 
120	16 
121	6 
122	17 
123	22 
124	15 
125	7 24 
126	10 
127	19 
128	19 
129	22 
130	7 
131	25 
132	18 24 
133	1 
134	21 
135	10 
136	25 
137	12 
138	1 
139	22 
140	23 
141	21 
142	1 
143	15 
144	18 
145	16 
146	22 
147	1 
148	12 
149	4 
150	5 
151	21 
152	4 
153	7 
154	26 
155	29 
156	10 
157	27 
158	16 
159	8 
160	7 
161	1 
162	22 
163	3 
164	22 
165	1 
166	3 
167	15 
168	3 
169	26 
170	29 
171	21 27 
172	4 
173	10 
174	31 
175	20 
176	10 
177	28 
178	9 
179	11 
180	21 
181	8 
182	16 
183	23 
184	22 
185	27 
186	5 
187	11 
188	18 
189	19 
190	27 
191	1 
192	2 
193	16 
194	31 
195	15 
196	6 
197	25 
198	29 
199	22 
200	26 
201	28 
202	4 30 
203	24 
204	24 
205	10 17 
206	27 
207	22 
208	28 
209	27 
210	13 
211	6 
212	18 
213	21 
214	11 21 
215	7 
216	15 
217	5 
218	11 27 
219	24 
220	25 
221	22 
222	3 
223	14 
224	4 31 
225	26 
226	19 
227	23 
228	13 
229	6 
230	6 
231	24 
232	2 
233	8 31 
234	6 
235	6 28 
236	12 
237	5 
238	21 
239	31 
240	7 21 
241	9 
242	10 
243	12 
244	31 
245	29 
246	23 
247	29 
248	6 
249	19 
250	7 
251	7 15 
252	3 
253	20 
254	19 
255	12 
256	28 
257	2 
258	3 
259	10 
260	31 
261	24 
262	18 21 
263	19 
264	27 
265	8 
266	22 
267	8 
268	6 7 
269	18 
270	23 
271	17 
272	29 
273	2 
274	7 26 
275	2 
276	15 
277	15 
278	14 
279	28 
280	4 
281	25 
282	25 
283	26 
284	21 
285	6 
286	16 
287	13 
288	15 
289	22 
290	30 
291	6 27 
292	19 
293	20 
294	7 
295	2 
296	26 28 
297	29 
298	14 
299	1 
300	29 
301	31 
302	30 
303	6 
304	3 
305	6 27 
306	7 17 
307	13 
308	7 28 
309	26 
310	5 
311	10 
312	11 
313	16 
314	16 
315	15 30 
316	1 
317	15 
318	29 
319	2 
320	16 
321	7 
322	27 
323	14 26 
324	15 
325	24 
326	4 
327	6 
328	1 
329	27 
330	8 
331	18 
332	2 
333	7 
334	15 
335	4 
336	22 
337	7 
338	19 
339	24 
340	12 
341	23 
342	27 
343	15 
344	21 
345	12 
346	7 
347	15 
348	18 
349	12 
350	7 19 
351	27 
352	7 
353	12 
354	1 6 
355	17 
356	5 
357	29 
358	28 
359	14 
360	3 
361	30 
362	14 21 
363	2 
364	15 29 
365	20 
366	30 
367	12 
368	18 28 
369	1 28 
370	18 
371	11 
372	28 
373	21 
374	10 
375	16 
376	15 
377	11 12 
378	28 
379	26 
380	25 26 
381	2 17 
382	15 
383	30 
384	18 
385	28 31 
386	12 
387	11 
388	28 
389	25 
390	13 
391	11 
392	25 27 
393	31 
394	1 
395	19 
396	21 
397	11 
398	18 
