1	21 
2	14 
3	19 
4	18 
5	20 
6	31 
7	2 28 
8	22 
9	7 
10	17 
11	27 
12	15 
13	19 
14	22 
15	12 15 
16	19 
17	7 
18	2 
19	31 
20	6 28 
21	4 
22	12 
23	5 
24	19 
25	3 
26	7 19 
27	28 
28	18 30 
29	6 
30	31 
31	20 
32	4 
33	28 
34	6 
35	20 
36	1 
37	26 
38	4 
39	23 
40	14 21 
41	18 
42	27 
43	29 
44	22 
45	10 
46	28 
47	12 
48	8 
49	14 
50	15 
51	5 
52	9 
53	18 21 
54	17 
55	18 
56	31 
57	2 
58	29 
59	31 
60	12 
61	24 
62	18 
63	29 
64	14 26 
65	7 
66	17 
67	11 
68	6 
69	15 
70	3 
71	26 
72	23 
73	22 
74	2 
75	29 
76	31 
77	23 
78	9 
79	23 
80	18 
81	6 
82	15 
83	8 31 
84	4 
85	4 
86	22 
87	22 
88	30 
89	8 
90	10 21 
91	22 
92	16 
93	24 
94	1 
95	18 
96	27 
97	24 
98	28 
99	28 
100	6 
101	7 15 
102	19 
103	18 31 
104	27 
105	7 
106	14 
107	8 
108	5 
109	7 
110	20 
111	23 
112	18 
113	11 
114	13 
115	29 
116	22 
117	20 
118	6 
119	27 
120	12 
121	12 20 
122	16 
123	25 28 
124	29 
125	19 
126	23 
127	13 
128	19 
129	22 
130	13 
131	27 
132	8 
133	21 
134	20 
135	24 
136	12 
137	26 
138	7 
139	13 
140	17 
141	11 
142	11 31 
143	29 
144	26 
145	25 
146	25 
147	15 
148	9 
149	23 
150	8 
151	31 
152	16 
153	26 
154	11 
155	18 
156	25 
157	24 
158	9 
159	28 
160	17 
161	11 
162	27 
163	17 
164	20 
165	9 
166	25 27 
167	8 
168	11 
169	18 
170	12 
171	5 
172	15 
173	14 26 
174	10 
175	8 
176	15 
177	3 
178	14 
179	17 
180	19 
181	27 
182	7 
183	16 
184	29 
185	28 
186	18 
187	8 
188	8 
189	2 
190	7 
191	4 31 
192	20 
193	16 
194	20 
195	6 
196	14 
197	15 21 
198	11 
199	14 
200	17 
201	30 
202	1 
203	10 
204	31 
205	12 
206	22 
207	10 
208	30 
209	12 
210	5 
211	15 
212	24 
213	21 27 
214	14 
215	6 
216	8 
217	14 
218	7 
219	4 
220	24 
221	2 
222	12 
223	1 
224	16 
225	24 
226	14 
227	29 
228	11 
229	24 
230	26 
231	9 
232	15 
233	12 
234	13 
235	31 
236	27 
237	12 
238	15 
239	6 
240	18 
241	6 21 
242	15 
243	30 
244	14 
245	11 
246	5 
247	2 
248	1 
249	18 
250	13 
251	15 
252	8 
253	28 
254	28 
255	21 
256	3 
257	27 
258	22 
259	3 
260	15 
261	4 
262	19 
263	21 
264	20 
265	22 
266	27 
267	31 
268	10 
269	17 
270	22 
271	2 
272	10 
273	16 
274	11 18 
275	14 
276	9 
277	14 
278	25 
279	6 11 
280	18 
281	17 
282	31 
283	2 
284	11 
285	14 
286	25 26 
287	11 
288	19 
289	31 
290	20 
291	28 
292	19 
293	31 
294	12 
295	11 
296	20 
297	15 29 
298	2 
299	19 
300	30 
301	25 
302	26 28 
303	28 
304	9 
305	24 
306	7 17 
307	18 
308	4 30 
309	13 
310	14 
311	6 27 
312	15 
313	23 
314	7 28 
315	19 
316	19 
317	12 
318	24 
319	9 
320	13 
321	18 
322	14 
323	10 
324	11 
325	3 
326	9 
327	11 
328	27 
329	1 28 
330	15 
331	3 
332	6 
333	3 
334	27 
335	3 
336	13 
337	21 
338	15 
339	28 
340	14 
341	25 
342	18 
343	13 
344	18 
345	15 
346	16 
347	30 
348	8 
349	7 
350	15 
351	1 
352	6 
353	22 
354	10 
355	27 
356	6 27 
357	25 
358	7 
359	15 
360	14 15 
361	6 
362	1 
363	12 
364	21 
365	6 
366	6 
367	1 29 
368	31 
369	3 
370	18 24 
371	7 
372	28 
373	6 
374	14 
375	10 17 
376	9 
377	17 
378	26 
379	14 
380	4 19 
381	3 
382	3 
383	7 24 
384	3 
385	22 
386	25 26 
387	4 12 
388	3 
389	15 
390	17 
391	28 31 
392	19 
393	9 
394	31 
395	7 
396	11 
397	29 
398	7 26 
399	2 
400	5 
401	28 
402	23 
403	17 
404	18 
405	24 
406	29 
407	18 
408	27 
409	16 
410	9 
411	2 
412	1 
413	8 
414	3 
415	29 
416	6 
417	9 
418	30 
419	22 
420	24 
421	19 
422	31 
423	1 
424	29 
425	4 
426	28 
427	12 
428	23 
429	12 
430	7 
431	22 
432	21 25 
433	27 
434	13 
435	11 12 
436	24 
437	19 
438	10 
439	9 
440	16 
441	1 28 
442	25 
443	7 
444	25 
445	2 
446	25 
447	29 
448	21 
449	15 30 
450	18 
451	19 
452	29 
453	3 
454	12 
455	22 
456	10 
457	12 27 
458	25 
459	16 
460	23 
461	27 
462	15 
463	12 
464	20 
465	25 
466	26 
467	21 26 
468	4 
469	23 
470	4 
471	29 
472	12 
473	25 
474	30 
475	6 
476	31 
477	4 28 
478	16 
479	3 14 
480	25 
481	28 
482	26 
483	18 28 
484	26 
485	11 
486	2 
487	13 
488	16 
489	6 
490	27 
491	22 
492	22 
493	26 31 
494	12 
495	28 
496	2 
497	16 
498	21 
499	25 
500	21 
501	7 21 
502	9 
503	19 
504	3 7 
505	6 
506	19 
507	15 
508	4 
509	7 18 
510	18 
511	15 
512	26 
513	20 
514	30 
515	1 
516	18 
517	24 
518	30 
519	1 
520	7 
521	31 
522	14 
523	11 
524	1 
525	1 
526	16 
527	17 
528	6 21 
529	5 
530	5 
531	7 
532	26 
533	24 
534	4 
535	13 
536	10 
537	6 
538	22 
539	2 
540	25 
541	13 
542	11 
543	28 
544	10 
545	11 
546	12 
547	10 21 
548	31 
549	25 
550	19 
551	11 
552	16 
553	1 
554	22 
555	24 
556	5 
557	19 
558	21 
559	11 
560	19 
561	27 
562	28 
563	18 
564	18 
565	3 
566	8 
567	20 
568	27 
569	22 
570	5 11 
571	26 
572	5 
573	12 
574	29 
575	7 25 
576	3 
577	3 
578	15 16 
579	6 
